title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
Choke,"Comedy, Drama",Clark Gregg,Clark Gregg,474.0,197,55,52.0,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Christmas Eve,Comedy,Mitch Davis,Mitch Davis,0,270,0,53.0,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Chronicle,"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Josh Trank,Max Landis,0,0,85,71.0,15000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Chronicles of Narnia: Prince Caspian,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","Andrew Adamson, David Strangmuller","Andrew Adamson, Stephen McFeely, Christopher Markus, Peter Seager, Mohammed ""Mo"" Sobhy",777.0,26,66,73.0,225000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Michael Apted,"Christopher Markus, Stephen McFeely, Michael Petroni",693.0,0,50,58.0,155000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
The Chronicles of Riddick,"Action & Adventure, Horror, Science Fiction & Fantasy",David Twohy,David Twohy,732.5,35,29,65.0,105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Chuck & Buck,"Comedy, Drama",Miguel Arteta,Mike White,0,271,84,66.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Chumscrubber,"Comedy, Drama",Arie Posin,Zac Stanford,706.5,30,37,76.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Cinderella,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ken Anderson, Bill Peet, Erdman Penner, Ted Sears, Homer Brightman, Winston Hibler, Harry Reeves, Joe Rinaldi",0,26,97,80.0,95000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]"
Cinderella,"Kids & Family, Science Fiction & Fantasy, Romance",Kenneth Branagh,"Aline Brosh McKenna, Chris Weitz",549.0,26,85,78.0,95000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]"
Cinderella Man,"Action & Adventure, Drama",Ron Howard,"Ron Howard, Akiva Goldsman, Cliff Hollingsworth, C. Gaby Mitchell",595.0,35,80,91.0,88000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
A Cinderella Story,"Comedy, Drama, Kids & Family, Romance",Mark Rosman,Leigh Dunlap,0,8,12,53.0,19000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Circle,Horror,"Aaron Hann, Mario Miscione","Aaron Hann, Mario Miscione",0,272,60,42.0,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Circumstance,"Art House & International, Drama, Romance",Maryam Keshavarz,Maryam Keshavarz,0,60,86,67.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
City Hall,"Drama, Mystery & Suspense",Harold Becker,"Paul Schrader, Nicholas Pileggi, Bo Goldman, Ken Lipper",576.0,21,56,37.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
City Island,Comedy,Raymond De Felitta,Raymond De Felitta,0,14,81,79.0,6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
City of Angels,"Drama, Science Fiction & Fantasy, Romance",Brad Silberling,Dana Stevens,642.5,72,58,82.0,55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
City of Ember,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Gil Kenan,Caroline Thompson,564.5,273,53,46.0,55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
City of Ghosts,"Drama, Mystery & Suspense",Matt Dillon,"Matt Dillon, Barry Gifford",1526.0,236,47,46.0,0,"[{""id"": 53, ""name"": ""Thriller""}]"
The City of Your Final Destination,"Art House & International, Drama",James Ivory,Ruth Prawer Jhabvala,796.0,274,38,38.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
A Civil Action,"Drama, Mystery & Suspense",Steven Zaillian,Steven Zaillian,513.0,154,61,55.0,70000000,"[{""id"": 18, ""name"": ""Drama""}]"
Civil Brand,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Neema Barnette,"Preston A. Whitmore II, Joyce Renee Lewis",0,146,16,81.0,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Claim,"Drama, Western, Romance",Michael Winterbottom,Frank Cottrell Boyce,954.0,275,62,49.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]"
The Clan of the Cave Bear,"Action & Adventure, Drama, Science Fiction & Fantasy",Michael Chapman,"Jean M. Auel, John Sayles, Michael Austin",0,8,10,47.0,15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]"
Clash of the Titans,"Action & Adventure, Drama, Science Fiction & Fantasy",Desmond Davis,Beverley Cross,0,8,68,70.0,125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Clash of the Titans,"Action & Adventure, Drama, Science Fiction & Fantasy",Louis Leterrier,"Lawrence Kasdan, Travis Beacham, Matt Manfredi, Phil Hay",598.625,119,27,40.0,125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Wrath of the Titans,"Action & Adventure, Science Fiction & Fantasy",Jonathan Liebesman,"David Leslie Johnson-McGoldrick, Dan Mazeau",767.25,119,27,49.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}]"
Class of 1984,"Action & Adventure, Drama, Horror, Mystery & Suspense",Mark L. Lester,"Mark L. Lester, Tom Holland, John Saxton",0,276,74,67.0,4300000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Clay Pigeons,"Art House & International, Comedy, Drama, Mystery & Suspense",David Dobkin,Matt Healy,598.0,131,62,67.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Clear and Present Danger,"Action & Adventure, Drama, Mystery & Suspense",Phillip Noyce,"Donald Stewart, Steven Zaillian, John Bishop, John Milius, Donald E. Stewart",676.0,65,80,74.0,62000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Clerks,"Comedy, Cult Movies, Drama",Kevin Smith,Kevin Smith,0,86,88,89.0,27000,"[{""id"": 35, ""name"": ""Comedy""}]"
Clerks II,"Comedy, Drama",Kevin Smith,Kevin Smith,674.0,25,63,84.0,5000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Click,"Comedy, Kids & Family",Frank Coraci,"Steve Koren, Mark O'Keefe",739.0,110,33,66.0,82500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
The Client,"Action & Adventure, Drama, Mystery & Suspense",Joel Schumacher,"Akiva Goldsman, Robert Getchell",668.5,72,78,69.0,45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
Clockstoppers,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Jonathan Frakes,"David N. Weiss, Rob Hedden, David Weiss, J. David Stem",0,20,29,30.0,26000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Close Encounters of the Third Kind,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Steven Spielberg,"Steven Spielberg, Jerry Belson",613.0,110,95,85.0,20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]"
Close Range,Action & Adventure,Isaac Florentine,"Chad Law, Shane Dax Taylor",0,210,86,27.0,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]"
Closer,Drama,Mike Nichols,Patrick Marber,691.0,13,68,81.0,27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Cloud Atlas,"Drama, Science Fiction & Fantasy","Tom Tykwer, Lilly Wachowski, Lana Wachowski","Lilly Wachowski, Tom Tykwer, Lana Wachowski",724.75,8,66,66.0,102000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Cloudy with a Chance of Meatballs 2,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","Kris Pearn, Cody Cameron","Jonathan Goldstein, John Francis Daley, Erica Rivinoja",727.0,13,71,66.0,78000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
Cloverfield,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Matt Reeves,"Drew Goddard, Crew Goodard",0,74,77,68.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Club Dread,"Comedy, Horror",Jay Chandrasekhar,"Erik Stolhanske, Broken Lizard, Steve Lemme, Jay Chandrasekhar, Kevin Heffernan, Paul Soter",490.0,89,29,44.0,8500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
Clueless,"Comedy, Special Interest, Romance",Amy Heckerling,Amy Heckerling,0,20,79,76.0,12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Coach Carter,Drama,Thomas Carter,"Mark Schwahn, John Gatins",845.0,20,64,85.0,30000000,"[{""id"": 18, ""name"": ""Drama""}]"
Coal Miner's Daughter,"Drama, Musical & Performing Arts",Michael Apted,"Tom Rickman, Thomas Rickman",837.0,75,89,86.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Code 46,"Drama, Science Fiction & Fantasy, Romance",Michael Winterbottom,Frank Cottrell Boyce,489.0,25,50,59.0,7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Code Name: The Cleaner,"Action & Adventure, Comedy",Les Mayfield,"Robert Adetuyi, George Gallo",1046.0,10,4,38.0,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Cold Mountain,"Action & Adventure, Drama, Romance",Anthony Minghella,Anthony Minghella,638.875,86,71,77.0,79000000,"[{""id"": 18, ""name"": ""Drama""}]"
Collateral,"Action & Adventure, Drama, Mystery & Suspense",Michael Mann,Stuart Beattie,1315.25,20,86,84.0,65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Colombiana,"Action & Adventure, Drama, Mystery & Suspense",Olivier Megaton,"Luc Besson, Robert Mark Kamen",691.5,13,28,67.0,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
The Color of Money,"Drama, Sports & Fitness",Martin Scorsese,"Richard Price, Martin Scorsese",1575.0,45,89,73.0,13800000,"[{""id"": 18, ""name"": ""Drama""}]"
The Color Purple,Drama,Steven Spielberg,Menno Meyjes,558.6666666666666,72,80,94.0,15000000,"[{""id"": 18, ""name"": ""Drama""}]"
Compadres,"Action & Adventure, Comedy",Enrique Begne,"Ted Perkins, Gabriel Ripstein, Enrique Begne",901.0,277,38,51.0,3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
Compliance,"Drama, Mystery & Suspense, Special Interest",Craig Zobel,Craig Zobel,0,6,89,60.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Con Air,Action & Adventure,Simon West,Scott Rosenberg,672.75,78,55,75.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Conan the Barbarian,"Action & Adventure, Science Fiction & Fantasy",John Milius,"John Milius, Oliver Stone",1250.0,35,66,74.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Conan the Barbarian,"Action & Adventure, Science Fiction & Fantasy",Marcus Nispel,"Joshua Oppenheimer, Thomas Dean Donnelly, Sean Hood",613.0,29,25,30.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Conan the Destroyer,Action & Adventure,Richard Fleischer,"Roy Thomas, Gerry Conway, Stanley Mann",1250.0,75,26,38.0,18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]"
Concussion,Drama,Stacie Passon,Stacie Passon,0,234,74,49.0,35000000,"[{""id"": 18, ""name"": ""Drama""}]"
Concussion,Drama,Peter Landesman,Peter Landesman,574.0,13,59,74.0,35000000,"[{""id"": 18, ""name"": ""Drama""}]"
Confessions of a Dangerous Mind,"Comedy, Drama, Mystery & Suspense",George Clooney,Charlie Kaufman,640.7142857142857,86,79,75.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]"
Confessions of a Teenage Drama Queen,Comedy,Sara Sugarman,Gail Parent,851.0,45,14,35.0,15000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Confidence,Drama,James Foley,Doug Jung,943.0,278,69,70.0,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Congo,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Frank Marshall,John Patrick Shanley,0,65,22,29.0,50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Conspiracy Theory,"Action & Adventure, Drama, Mystery & Suspense",Richard Donner,Brian Helgeland,580.5,72,56,64.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Constant Gardener,"Drama, Mystery & Suspense",Fernando Meirelles,Jeffrey Caine,878.5,50,83,82.0,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Contagion,"Action & Adventure, Mystery & Suspense",Steven Soderbergh,Scott Z. Burns,643.0,119,84,63.0,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Control,"Drama, Musical & Performing Arts",Anton Corbijn,Matt Greenhalgh,0,15,88,89.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
The Conversation,"Drama, Mystery & Suspense",Francis Ford Coppola,Francis Ford Coppola,583.0,20,98,90.0,1600000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Cookout,Comedy,Lance Rivera,"Queen Latifah, Jeffrey Brian Holmes, Laurie B. Turner, Ramsey Gbelawoe",648.0,146,5,38.0,16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Cooler,"Drama, Romance",Wayne Kramer,"Frank Hannah, Wayne Kramer",751.5,146,77,69.0,32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Cop Land,"Action & Adventure, Drama, Mystery & Suspense",James Mangold,James Mangold,631.5,23,74,67.0,15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Cop Out,Comedy,Kevin Smith,"Mark Cullen, Robb Cullen",747.0,8,18,39.0,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Coraline,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Henry Selick,Henry Selick,483.0,50,91,73.0,60000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
The Core,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Jon Amiel,"Cooper Layne, John Rogers, Eric Bernt, Sean Bailey",0,20,40,34.0,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Coriolanus,"Drama, Mystery & Suspense",Ralph Fiennes,John Logan,613.6666666666666,15,92,58.0,7700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Corky Romano,Comedy,Rob Pritts,"Jason Ward, David Garrett, David Garnett",0,19,6,39.0,11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
The Corruptor,"Action & Adventure, Mystery & Suspense",James Foley,Robert Pucci,0,83,48,43.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Country Bears,"Comedy, Kids & Family",Peter Hastings,Mark Perez,496.0,118,30,32.0,35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Country Strong,"Drama, Musical & Performing Arts",Shana Feste,Shana Feste,528.0,51,22,53.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Couples Retreat,Comedy,Peter Billingsley,"Jon Favreau, Vince Vaughn, Dana Fox",562.0,35,10,39.0,70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Courage Under Fire,Drama,Edward Zwick,Patrick Sheane Duncan,494.6666666666667,2,85,66.0,46000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10752, ""name"": ""War""}]"
Courageous,"Drama, Faith & Spirituality",Alex Kendrick,"Alex Kendrick, Stephen Kendrick",0,13,33,86.0,1000000,"[{""id"": 18, ""name"": ""Drama""}]"
The Covenant,"Horror, Mystery & Suspense",Renny Harlin,J.S. Cardone,492.0,51,4,62.0,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Coyote Ugly,"Comedy, Drama",David McNally,"Gina Wendkos, Jeff Nathanson",672.0,5,23,71.0,45000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Cradle 2 the Grave,"Action & Adventure, Drama",Andrzej Bartkowiak,"John O'Brien, Channing Gibson, Reggie Rock Bythewood",550.0,119,25,52.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Cradle Will Rock,Drama,Tim Robbins,Tim Robbins,645.8,19,64,71.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
The Craft,"Drama, Horror",Andrew Fleming,"Andrew Fleming, Peter Filardi",587.0,21,55,65.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Crank,"Action & Adventure, Comedy, Mystery & Suspense","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor, Mark Taylor",1102.0,29,61,71.0,12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Crazy/Beautiful,"Drama, Romance",John Stockwell,"Phil Hay, Matt Manfredi",858.0,45,63,69.0,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Crazy Heart,"Drama, Musical & Performing Arts, Romance",Scott Cooper,Scott Cooper,593.0,89,90,76.0,7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Crazy in Alabama,"Comedy, Drama",Antonio Banderas,Mark Childress,0,21,30,64.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
"Crazy, Stupid, Love.","Comedy, Drama, Romance","Glenn Ficarra, John Requa",Dan Fogelman,766.0,8,79,78.0,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Creative Control,"Drama, Science Fiction & Fantasy",Benjamin Dickinson,"Benjamin Dickinson, Micah Bloomberg",0,6,59,39.0,1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Creature,"Horror, Mystery & Suspense",Fred Andrews,"Tracy Morse, Fred Andrews",0,279,10,16.0,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Creed,Drama,Ryan Coogler,"Ryan Coogler, Aaron Covington",892.0,119,95,89.0,37000000,"[{""id"": 18, ""name"": ""Drama""}]"
